timeStep;demandHeat1;demandHeat2;demandHeat3;demandHeat4;demandHeat5;demandElectricity;OilBoiler1;Connection12_12;Connection12_21;Connection13_13;Connection13_31;Connection14_14;Connection14_41;Connection15_15;Connection15_51;PV2;GasBoiler2;Battery2Discharge;Battery2Charge;Connection23_23;Connection23_32;Connection24_24;Connection24_42;Connection25_25;Connection25_52;PV3;GasBoiler3;ThermalStorage3Discharge;ThermalStorage3Charge;HeatPump3;Connection34_34;Connection34_43;Connection35_35;Connection35_53;ThermalStorage4Discharge;ThermalStorage4Charge;CHP4;Connection45_45;Connection45_54;SolarThermic5;ThermalStorage5Discharge;ThermalStorage5Charge;CHP5;ElecBuy;ElecSell;Battery2SOC;ThermalStorage3SOC;ThermalStorage4SOC;ThermalStorage5SOC;Cost;positiveDemandHeat1;positiveDemandHeat2;positiveDemandHeat3;positiveDemandHeat4;positiveDemandHeat5;demandHeat;positiveDemandElectricity;plusOilBoiler1;plusConnection12_12;plusConnection12_21;plusConnection13_13;plusConnection13_31;plusConnection14_14;plusConnection14_41;plusConnection15_15;plusConnection15_51;plusPV2;plusGasBoiler2;plusBattery2Discharge;plusBattery2Charge;plusConnection23_23;plusConnection23_32;plusConnection24_24;plusConnection24_42;plusConnection25_25;plusConnection25_52;plusPV3;plusGasBoiler3;plusThermalStorage3Discharge;plusThermalStorage3Charge;plusHeatPump3;plusConnection34_34;plusConnection34_43;plusConnection35_35;plusConnection35_53;plusThermalStorage4Discharge;plusThermalStorage4Charge;plusCHP4;plusConnection45_45;plusConnection45_54;plusSolarThermic5;plusThermalStorage5Discharge;plusThermalStorage5Charge;plusCHP5;plusElecBuy;plusElecSell
10.00;-0.80;-1.03;-20.06;-3.24;-11.61;-10.32;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.00;0.00;1.15;0.00;2.84;0.00;12.24;0.00;0.00;0.93;0.00;44.81;10.92;0.00;0.00;0.93;0.00;0.00;0.00;0.00;1.88;16.11;16.28;16.26;0.77;0.80;1.03;20.06;3.24;11.61;36.75;10.32;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00;1.03;0.00;0.00;0.00;0.00;1.03;0.00;7.10;0.00;11.82;0.00;0.00;0.84;0.00;27.33;10.68;0.00;0.00;0.84;0.00;0.00;0.00;-0.00
11.00;-3.20;-1.03;-13.28;-4.83;-8.36;-9.52;0.00;0.00;0.00;0.00;0.00;0.00;3.22;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.00;0.00;1.02;0.00;1.90;0.00;7.79;0.00;0.00;0.88;0.00;38.85;7.68;0.00;0.00;0.86;0.00;0.00;0.00;0.00;1.84;15.79;16.02;16.01;0.67;3.20;1.03;13.28;4.83;8.36;30.71;9.52;0.00;0.00;0.00;0.00;0.00;0.00;3.20;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;1.03;0.00;0.00;0.00;0.00;0.92;0.00;4.74;0.00;7.52;0.00;0.00;0.79;0.00;23.70;7.50;0.00;0.00;0.77;0.00;0.00;0.00;-0.00
12.00;-3.20;-0.77;-14.98;-6.86;-9.78;-9.45;0.00;0.00;0.00;0.00;0.00;0.00;3.22;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00;0.79;0.00;0.00;0.00;0.00;1.06;0.00;2.96;0.00;6.75;0.00;0.00;0.92;0.00;42.27;9.08;0.00;0.00;0.90;0.00;0.00;0.00;0.00;1.80;15.51;15.78;15.77;0.72;3.20;0.77;14.98;6.86;9.78;35.58;9.45;0.00;0.00;0.00;0.00;0.00;0.00;3.20;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00;0.77;0.00;0.00;0.00;0.00;0.95;0.00;7.40;0.00;6.52;0.00;0.00;0.82;0.00;25.78;8.88;0.00;0.00;0.81;0.00;0.00;0.00;-0.00
13.00;-3.20;-1.03;-25.47;-6.99;-15.46;-10.19;0.00;0.00;0.00;0.00;0.00;0.00;3.22;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.00;0.00;1.25;0.00;6.18;0.00;9.08;0.00;0.00;1.02;0.00;55.88;14.76;0.00;0.00;1.03;0.00;0.00;0.00;0.00;1.76;15.21;15.52;15.52;0.96;3.20;1.03;25.47;6.99;15.46;52.15;10.19;0.00;0.00;0.00;0.00;0.00;0.00;3.20;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00;1.03;0.00;0.00;0.00;0.00;1.13;0.00;15.44;0.00;8.77;0.00;0.00;0.92;0.00;34.09;14.43;0.00;0.00;0.93;0.00;0.00;0.00;-0.00
14.00;-0.80;-1.03;-23.38;-5.01;-13.84;-10.30;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.00;0.00;1.18;0.00;4.40;0.00;11.58;0.00;0.00;0.95;0.00;50.28;13.17;0.00;0.00;0.96;0.00;0.00;0.00;0.00;1.72;14.86;15.24;15.23;0.86;0.80;1.03;23.38;5.01;13.84;44.05;10.30;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;1.03;0.00;0.00;0.00;0.00;1.06;0.00;11.01;0.00;11.19;0.00;0.00;0.86;0.00;30.67;12.88;0.00;0.00;0.86;0.00;0.00;0.00;-0.00
15.00;-3.60;-1.29;-17.07;-3.59;-10.09;-9.85;0.00;0.00;0.00;0.00;0.00;0.00;3.63;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;1.32;0.00;0.00;0.00;0.00;1.04;0.00;2.83;0.00;9.28;0.00;0.00;0.86;0.00;43.29;9.46;0.00;0.00;0.85;0.00;0.00;0.00;0.00;1.69;14.54;14.98;14.96;0.74;3.60;1.29;17.07;3.59;10.09;35.64;9.85;0.00;0.00;0.00;0.00;0.00;0.00;3.60;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;1.29;0.00;0.00;0.00;0.00;0.93;0.00;7.08;0.00;8.96;0.00;0.00;0.77;0.00;26.41;9.24;0.00;0.00;0.76;0.00;0.00;0.00;-0.00
16.00;-3.60;-0.26;-16.11;-5.51;-10.05;-9.60;0.00;0.00;0.00;0.00;0.00;0.00;3.63;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;0.99;0.00;2.93;0.00;8.08;0.00;0.00;0.83;0.00;42.79;9.45;0.00;0.00;0.82;0.00;0.00;0.00;0.00;1.66;14.25;14.74;14.73;0.73;3.60;0.26;16.11;5.51;10.05;35.54;9.60;0.00;0.00;0.00;0.00;0.00;0.00;3.60;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;0.89;0.00;7.32;0.00;7.81;0.00;0.00;0.75;0.00;26.10;9.24;0.00;0.00;0.73;0.00;0.00;0.00;-0.00
17.00;-3.20;-1.55;-16.32;-6.95;-10.52;-9.67;0.00;0.00;0.00;0.00;0.00;0.00;3.22;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;1.58;0.00;0.00;0.00;0.00;1.02;0.00;3.52;0.00;6.72;0.00;0.00;0.87;0.00;45.09;9.89;0.00;0.00;0.85;0.00;0.00;0.00;0.00;1.63;13.97;14.51;14.50;0.77;3.20;1.55;16.32;6.95;10.52;38.54;9.67;0.00;0.00;0.00;0.00;0.00;0.00;3.20;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;1.55;0.00;0.00;0.00;0.00;0.92;0.00;8.81;0.00;6.49;0.00;0.00;0.78;0.00;27.50;9.67;0.00;0.00;0.77;0.00;0.00;0.00;-0.00
18.00;-0.80;-1.55;-14.72;-7.10;-9.70;-9.74;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;1.58;0.00;0.00;0.00;0.00;0.95;0.00;2.52;0.00;7.73;0.00;0.00;0.79;0.00;41.90;9.13;0.00;0.00;0.78;0.00;0.00;0.00;0.00;1.60;13.69;14.27;14.26;0.72;0.80;1.55;14.72;7.10;9.70;33.87;9.74;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;1.55;0.00;0.00;0.00;0.00;0.85;0.00;6.31;0.00;7.47;0.00;0.00;0.71;0.00;25.56;8.93;0.00;0.00;0.70;0.00;0.00;0.00;-0.00
19.00;-2.80;-1.03;-17.87;-8.80;-11.82;-9.86;0.00;0.00;0.00;0.00;0.00;0.00;2.82;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.00;0.00;0.95;0.00;4.29;0.00;6.41;0.00;0.00;0.82;0.00;48.43;11.27;0.00;0.00;0.81;0.00;0.00;0.00;0.00;1.57;13.43;14.04;14.05;0.83;2.80;1.03;17.87;8.80;11.82;42.33;9.86;0.00;0.00;0.00;0.00;0.00;0.00;2.80;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;1.03;0.00;0.00;0.00;0.00;0.85;0.00;10.73;0.00;6.19;0.00;0.00;0.73;0.00;29.54;11.02;0.00;0.00;0.73;0.00;0.00;0.00;-0.00
20.00;-3.20;-3.61;-22.91;-12.73;-15.52;-9.78;0.00;0.00;0.00;0.00;0.00;0.00;3.22;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;3.69;0.00;0.00;0.00;0.00;0.94;0.00;7.68;0.00;2.87;0.00;0.00;0.93;0.00;59.85;14.92;0.00;0.00;0.94;0.00;0.00;0.00;0.00;1.54;13.16;13.82;13.83;1.03;3.20;3.61;22.91;12.73;15.52;57.98;9.78;0.00;0.00;0.00;0.00;0.00;0.00;3.20;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;3.61;0.00;0.00;0.00;0.00;0.84;0.00;19.20;0.00;2.78;0.00;0.00;0.84;0.00;36.51;14.58;0.00;0.00;0.84;0.00;0.00;0.00;-0.00
21.00;-2.80;-4.12;-20.03;-12.78;-13.98;-11.06;0.00;0.00;0.00;0.00;0.00;0.00;2.82;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;4.22;0.00;0.00;0.00;0.00;0.89;0.00;6.23;0.00;3.69;0.00;0.00;0.83;0.00;59.24;13.46;0.00;0.00;0.83;0.00;0.00;0.00;0.00;1.51;12.90;13.56;13.56;1.01;2.80;4.12;20.03;12.78;13.98;53.71;11.06;0.00;0.00;0.00;0.00;0.00;0.00;2.80;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;4.12;0.00;0.00;0.00;0.00;0.80;0.00;15.57;0.00;3.56;0.00;0.00;0.75;0.00;36.14;13.15;0.00;0.00;0.74;0.00;0.00;0.00;-0.00
22.00;-0.80;-0.26;-22.15;-6.53;-13.56;-11.24;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;0.89;0.00;3.97;0.00;11.74;0.00;0.00;0.71;0.00;52.11;13.15;0.00;0.00;0.70;0.00;0.00;0.00;0.00;1.49;12.66;13.33;13.34;0.89;0.80;0.26;22.15;6.53;13.56;43.30;11.24;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;0.80;0.00;9.92;0.00;11.34;0.00;0.00;0.64;0.00;31.79;12.86;0.00;0.00;0.63;0.00;0.00;0.00;-0.00
23.00;-4.00;-2.32;-17.58;-3.75;-10.40;-10.87;0.00;0.00;0.00;0.00;0.00;0.00;4.03;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;2.37;0.00;0.00;0.00;0.00;0.80;0.00;3.03;0.00;9.54;0.00;0.00;0.66;0.00;47.58;9.99;0.00;0.00;0.64;0.00;0.00;0.00;0.00;1.46;12.41;13.13;13.14;0.82;4.00;2.32;17.58;3.75;10.40;38.05;10.87;0.00;0.00;0.00;0.00;0.00;0.00;4.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;2.32;0.00;0.00;0.00;0.00;0.72;0.00;7.56;0.00;9.21;0.00;0.00;0.59;0.00;29.02;9.77;0.00;0.00;0.57;0.00;0.00;0.00;-0.00
24.00;-5.20;-1.80;-11.23;-10.45;-8.66;-11.52;0.00;0.00;0.00;0.00;0.00;0.00;5.24;0.00;0.00;0.01;0.00;0.09;0.00;0.00;0.00;0.00;1.85;0.00;0.00;0.05;0.00;0.71;0.00;2.56;0.00;4.25;0.00;0.00;0.65;0.00;48.09;8.19;0.00;0.02;0.63;0.00;0.00;0.00;0.00;1.44;12.19;12.95;12.96;0.82;5.20;1.80;11.23;10.45;8.66;37.35;11.52;0.00;0.00;0.00;0.00;0.00;0.00;5.20;0.00;0.00;0.01;0.00;0.09;0.00;0.00;0.00;0.00;1.80;0.00;0.00;0.05;0.00;0.64;0.00;6.41;0.00;4.11;0.00;0.00;0.59;0.00;29.34;8.01;0.00;0.02;0.56;0.00;0.00;0.00;-0.00
25.00;-3.60;-0.52;-11.70;-24.44;-12.41;-13.14;0.00;0.00;0.00;0.00;0.00;0.00;3.63;0.00;0.00;0.03;0.00;0.07;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.21;0.00;0.46;0.00;4.35;0.00;0.38;0.00;0.00;2.70;0.00;59.23;9.85;0.00;0.11;2.67;0.00;0.00;0.00;0.00;1.41;11.99;12.77;12.79;1.01;3.60;0.52;11.70;24.44;12.41;52.67;13.14;0.00;0.00;0.00;0.00;0.00;0.00;3.60;0.00;0.00;0.03;0.00;0.07;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.21;0.00;0.42;0.00;10.88;0.00;0.36;0.00;0.00;2.43;0.00;36.13;9.63;0.00;0.11;2.41;0.00;0.00;0.00;-0.00
26.00;-0.80;-1.03;-20.82;-19.56;-16.10;-14.12;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.06;0.00;0.09;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.47;0.00;0.84;0.00;6.07;0.00;4.98;0.00;0.00;0.73;0.00;67.48;15.50;0.00;0.24;0.72;0.00;0.00;0.00;0.00;1.40;11.86;12.02;12.05;1.16;0.80;1.03;20.82;19.56;16.10;58.31;14.12;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.00;0.06;0.00;0.09;0.00;0.00;0.00;0.00;1.03;0.00;0.00;0.47;0.00;0.75;0.00;15.17;0.00;4.81;0.00;0.00;0.66;0.00;41.16;15.15;0.00;0.24;0.65;0.00;0.00;0.00;-0.00
27.00;-3.60;-1.81;-26.13;-8.34;-16.15;-14.71;0.00;0.00;0.00;0.00;0.00;0.00;3.63;0.00;0.00;0.09;0.00;0.09;0.00;0.00;0.00;0.00;1.85;0.00;0.00;0.75;0.00;0.82;0.00;5.52;0.00;11.92;0.00;0.00;0.64;0.00;66.55;15.50;0.00;0.37;0.63;0.00;0.00;0.00;0.00;1.37;11.63;11.81;11.85;1.14;3.60;1.81;26.13;8.34;16.15;56.03;14.71;0.00;0.00;0.00;0.00;0.00;0.00;3.60;0.00;0.00;0.09;0.00;0.09;0.00;0.00;0.00;0.00;1.81;0.00;0.00;0.75;0.00;0.73;0.00;13.80;0.00;11.51;0.00;0.00;0.58;0.00;40.59;15.15;0.00;0.37;0.57;0.00;0.00;0.00;-0.00
28.00;-3.60;-1.29;-23.29;-28.38;-19.64;-16.78;0.00;0.00;0.00;0.00;0.00;0.00;3.63;0.00;0.00;0.13;0.00;0.13;0.00;0.00;0.00;0.00;1.32;0.00;0.00;1.02;0.00;9.12;0.00;4.83;0.00;2.17;0.00;0.00;5.65;0.00;70.09;12.90;0.00;0.51;6.51;0.00;0.00;0.00;0.00;1.35;11.40;11.64;11.67;1.20;3.60;1.29;23.29;28.38;19.64;76.20;16.78;0.00;0.00;0.00;0.00;0.00;0.00;3.60;0.00;0.00;0.13;0.00;0.13;0.00;0.00;0.00;0.00;1.29;0.00;0.00;1.02;0.00;8.21;0.00;12.07;0.00;2.10;0.00;0.00;5.09;0.00;42.75;12.61;0.00;0.51;5.86;0.00;0.00;0.00;-0.00
29.00;-5.60;-0.52;-17.66;-38.03;-19.02;-16.76;0.00;0.00;0.00;0.00;0.00;0.00;5.64;0.00;0.00;0.17;0.00;0.07;0.00;0.00;0.00;0.00;0.53;0.00;0.00;1.38;0.00;3.49;0.00;5.18;0.00;1.26;0.00;0.00;10.76;0.00;70.06;8.03;0.00;0.69;10.47;0.00;0.00;0.00;0.00;1.32;8.87;10.07;9.86;1.20;5.60;0.52;17.66;38.03;19.02;80.83;16.76;0.00;0.00;0.00;0.00;0.00;0.00;5.60;0.00;0.00;0.17;0.00;0.07;0.00;0.00;0.00;0.00;0.52;0.00;0.00;1.38;0.00;3.14;0.00;12.95;0.00;1.22;0.00;0.00;9.69;0.00;42.73;7.85;0.00;0.69;9.43;0.00;0.00;0.00;-0.00
30.00;-0.80;-1.29;-10.31;-17.71;-9.98;-14.89;0.00;0.00;0.00;0.00;0.00;0.00;0.81;0.00;0.00;0.27;0.00;0.05;0.00;0.00;0.00;0.00;1.32;0.00;0.00;2.19;0.00;0.61;0.00;2.51;0.00;3.53;0.00;0.00;0.57;0.00;51.36;8.53;0.00;1.09;0.54;0.00;0.00;0.00;0.00;1.30;7.90;7.08;6.95;0.88;0.80;1.29;10.31;17.71;9.98;40.08;14.89;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.00;0.27;0.00;0.05;0.00;0.00;0.00;0.00;1.29;0.00;0.00;2.19;0.00;0.55;0.00;6.29;0.00;3.41;0.00;0.00;0.51;0.00;31.33;8.34;0.00;1.09;0.49;0.00;0.00;0.00;-0.00
